id,新規,,スキル名,テキスト,SP,種類,,キャラ,下位スキル,確定発動,CT,査定,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量2,効果3,効果量3,効果時間,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量1,効果3,効果量1,効果時間,
100371,,#REF!,Schwarzes Schwert,冷静にレースを運び最終直線で3番手以降だと速度が上がる、中団の位置取りを維持しているとすごく上がる,,固有,#REF!,エイシンフラッシュ,,○,500,340,,,,temptation_count==0&order>=3&is_last_straight==1&order_rate_in80_continue==1&order_rate_out40_continue==1,"3位以下, 4～7位維持","3位以下, 5～10位維持",目標速度,0.45,,,,,5,,,,temptation_count==0&order>=3&is_last_straight==1,3位以下,3位以下,目標速度,0.35,,,,,5,100371|Schwarzes Schwert
100381,,#REF!,#LookatCurren,レース中間付近で好位置にいる時に追い抜くと勢いづき進出を開始する,,固有,#REF!,カレンチャン,,○,500,340,,,,distance_rate>=50&distance_rate<=65&order>=2&order_rate<=50&change_order_onetime<0,2～5位,2～6位,目標速度,0.25,加速,0.3,,,5,,,,,,,,,,,,,,100381|#LookatCurren
100391,,#REF!,姫たるもの、勝利をこの手に,最終直線を走行中に競り合うと可憐にぶっ飛ばして速度を上げる,,固有,#REF!,カワカミプリンセス,,○,500,340,,,,is_last_straight==1&blocked_side_continuetime>=2,,,目標速度,0.35,,,,,5,,,,,,,,,,,,,,100391|姫たるもの、勝利をこの手に
100401,,#REF!,KEEP IT REAL.,レース後半に中団から仕掛け始める時に持てるパフォーマンスを発揮して速度を少し上げ続ける,,固有,#REF!,ゴールドシチー,,○,500,340,,,,distance_rate>=50&order_rate>=40&order_rate<=80&is_overtake==1,4～7位,5～10位,目標速度,0.25,,,,,6,,,,,,,,,,,,,,100401|KEEP IT REAL.
100411,,#REF!,優等生×バクシン＝大勝利ッ,レース後半に前の方で競り合うとバクシン力（？）を発揮、速度が上がる,,固有,#REF!,サクラバクシンオー,,○,500,340,,,,distance_rate>=50&order<=3&blocked_side_continuetime>=2,3位以上,3位以上,目標速度,0.35,,,,,5,,,,,,,,,,,,,,100411|優等生×バクシン＝大勝利ッ
100421,,#REF!,『I'm possible』,残り200ｍ地点で先頭ではないとき先頭から4バ身以内だと速度が上がる2バ身以内にいる場合はすごく上がる,,固有,#REF!,シーキングザパール,,○,500,340,,,,remain_distance<=201&remain_distance>=199&distance_diff_top<=5&order>=2,2位以下,2位以下,目標速度,0.45,,,,,5,,,,remain_distance<=201&remain_distance>=199&distance_diff_top<=10&order>=2,2位以下,2位以下,目標速度,0.35,,,,,5,100421|『I'm possible』
100431,,#REF!,Ding Dong Boo,追い比べをしたとき、速度を少し上げるダートレースでは嚙みつかんばかりの気迫でさらに加速力を上げる,,固有,#REF!,シンコウウインディ,,○,500,340,,,,compete_fight_count>0&ground_type==2,,,目標速度,0.25,加速,0.4,,,5,,,,compete_fight_count>0,,,目標速度,0.25,,,,,5,100431|Ding Dong Boo
100441,,#REF!,いただき☆ストレリチア！,最終コーナー突入時まで冷静に後方で控えていると残り300m地点でスピードアップの魔法をかけて速度を上げ続ける,,固有,#REF!,スイープトウショウ,,○,500,340,order_rate_out50_continue==1&temptation_count==0&is_finalcorner==1,5位以下維持,6位以下維持,remain_distance<=300,,,目標速度,0.35,,,,,6,,,,,,,,,,,,,,100441|いただき☆ストレリチア！
100451,,#REF!,ピュリティオブハート,レース中盤で好位置にいる時に持久力がすごく回復する,,固有,#REF!,スーパークリーク,,○,500,340,,,,phase_random==1&order>=2&order_rate<=40,2～4位,2～5位,回復,0.075,,,,,,,,,,,,,,,,,,,100451|ピュリティオブハート
100461,,#REF!,キラキラ☆STARDOM,レース中盤の直線で前の方にいるとき後ろのウマ娘と距離が近いと譲らない想いが力になる,,固有,#REF!,スマートファルコン,,○,500,340,,,,phase==1&corner==0&order<=2&bashin_diff_behind<=1,2位以上,2位以上,目標速度,0.25,加速,0.3,,,5,,,,,,,,,,,,,,100461|キラキラ☆STARDOM
100471,,#REF!,掲げよ、己が魂の剣を！,レース終盤の残り400m地点で前の方だと速度が上がる、さらにGⅠなど大舞台で人気が高い場合すごく上がる,,固有,#REF!,ゼンノロブロイ,,○,500,340,,,,phase>=2&remain_distance<=401&remain_distance>=399&order_rate<=40&grade==100&popularity<=3,4位以上,5位以上,目標速度,0.45,,,,,5,,,,phase>=2&remain_distance<=401&remain_distance>=399&order_rate<=40,4位以上,5位以上,目標速度,0.35,,,,,5,100471|掲げよ、己が魂の剣を！
100481,,#REF!,YEAH☆VIVID TIME!,最終直線を走行中に前の方で追い抜こうとするか詰め寄られるとテンションを上げて速度を上げる,,固有,#REF!,トーセンジョーダン,,○,500,340,,,,is_last_straight==1&order_rate<=40&overtake_target_time>=1@is_last_straight==1&order_rate<=40&is_overtake==1,4位以上,5位以上,目標速度,0.35,,,,,5,,,,,,,,,,,,,,100481|YEAH☆VIVID TIME!
100491,,#REF!,剣ヶ峰より、狂気に嗤え,最終コーナー以降に追い抜こうとしていた場合、残り400ｍを切ってから好位置にいると速度が上がる人気が低い場合はすごく上がる,,固有,#REF!,ナカヤマフェスタ,,○,500,340,is_finalcorner==1&is_overtake==1,,,remain_distance<=400&order_rate>=30&order_rate<=50&popularity>=4,3～5位,4～6位,目標速度,0.45,,,,,5,is_finalcorner==1&is_overtake==1,,,remain_distance<=400&order_rate>=30&order_rate<=50&popularity<4,3～5位,4～6位,目標速度,0.35,,,,,5,100491|剣ヶ峰より、狂気に嗤え
100501,,#REF!,Nemesis,最終コーナー以降で中団から前へ出る時、切れ味が増し速度が上がる,,固有,#REF!,ナリタタイシン,,○,500,340,,,,is_finalcorner==1&order_rate>=40&order_rate<=75&is_overtake==1,4～7位,5～9位,目標速度,0.35,,,,,5,,,,,,,,,,,,,,100501|Nemesis
100511,,#REF!,つぼみ、ほころぶ時,レース中盤のコーナーで競り合っていた場合、終盤かつ最終コーナー半ば以降に好位置にいると加速力が上がる,,固有,#REF!,ニシノフラワー,,○,500,340,phase==1&blocked_side_continuetime>=2&corner!=0,,,phase>=2&is_finalcorner_laterhalf==1&order>=3&order_rate<=40@phase>=2&is_finalcorner==1&corner==0&order>=3&order_rate<=40,3～4位,3～5位,加速,0.4,,,,,4,,,,,,,,,,,,,,100511|つぼみ、ほころぶ時
100521,,#REF!,ワクワククライマックス,最終コーナーで後ろの方にいると近くのウマ娘を見て持久力を回復する,,固有,#REF!,ハルウララ,,○,500,340,,,,is_finalcorner==1&corner!=0&order_rate>50&near_count>=1,6位以下,7位以下,回復,0.055,,,,,,,,,,,,,,,,,,,100521|ワクワククライマックス
100531,,#REF!,熱血！！風紀アタック,終盤最終コーナー以降に後方から迫ると短い間加速力がちょっと上がる効果中に追い抜くと3回まで効果と時間が増える,,固有,#REF!,バンブーメモリー,,○,500,340,,,,phase>=2&order_rate>=50&is_finalcorner==1&bashin_diff_infront<=1,5位以下,6位以下,加速,0.1,加速,0.1,,,2,,,,,,,,,,,,,,100531|熱血！！風紀アタック
100541,,#REF!,疾風爆走ペガサスダッシュ！,レース後半に後方から追い抜いていた場合、残り150mを切ってから前の方にいると少しの間速度がすごく上がる,,固有,#REF!,ビコーペガサス,,○,500,340,order_rate>=45&distance_rate>=50&change_order_onetime<0,4位以下,5位以下,remain_distance<=150&order_rate<=50,5位以上,6位以上,目標速度,0.45,,,,,4,,,,,,,,,,,,,,100541|疾風爆走ペガサスダッシュ！
100551,,#REF!,万彩☆マーベラス★世界,レース中間付近で中団にいるとき近くにウマ娘がいると速度が上がる視界にウマ娘が4人以上いると効果が増える,,固有,#REF!,マーベラスサンデー,,○,500,340,,,,distance_rate<=50&distance_rate>=40&order_rate<=80&order_rate>=50&near_count>=1&visiblehorse>=4,5～7位,6～10位,目標速度,0.4,,,,,5,,,,distance_rate<=50&distance_rate>=40&order_rate<=80&order_rate>=50&near_count>=1,5～7位,6～10位,目標速度,0.35,,,,,5,100551|万彩☆マーベラス★世界
100561,,#REF!,来ます来てます来させます！,レース終盤に3番手以降で前方が詰まるとお告げの力で道を切り開く,,固有,#REF!,マチカネフクキタル,,○,500,340,,,,phase>=2&order>=3&blocked_front==1,3位以下,3位以下,目標速度,0.35,加速,0.1,,,5,,,,,,,,,,,,,,100561|来ます来てます来させます！
100571,,#REF!,叙情、旅路の果てに,終盤が迫ったどこかで後方にいると速度を少し上げ続ける中距離か長距離レースで先頭から離れていると効果が増える,,固有,#REF!,ミスターシービー,,○,500,340,,,,distance_type==3&phase_laterhalf_random==1&order_rate>50@distance_type==4&phase_laterhalf_random==1&order_rate>50,6位以下,7位以下,目標速度,0.25,,,,,6,,,,distance_type==1&phase_laterhalf_random==1&order_rate>50@distance_type==2&phase_laterhalf_random==1&order_rate>50,6位以下,7位以下,目標速度,0.25,,,,,6,100571|叙情、旅路の果てに
100581,,#REF!,I Never Goof Up!,レース終盤に追い抜くとあきらめない心を発揮して前を目指す,,固有,#REF!,メイショウドトウ,,○,500,340,,,,phase>=2&change_order_onetime<0,,,目標速度,0.25,加速,0.3,,,5,,,,,,,,,,,,,,100581|I Never Goof Up!
100591,,#REF!,彼方、その先へ…,掛からず、中盤の最終コーナーか終盤の最終コーナーではないコーナーを中団で進むと奮い立ち加速力が上がる,,固有,#REF!,メジロドーベル,,○,500,340,,,,phase>=2&corner!=0&is_finalcorner==0&temptation_count==0&order_rate>=50&order_rate<=70@phase==1&corner!=0&is_finalcorner==1&temptation_count==0&order_rate>=50&order_rate<=70,5～6位,6～8位,加速,0.4,,,,,4,,,,,,,,,,,,,,100591|彼方、その先へ…
100601,,#REF!,きっとその先へ…！,レース終盤に3番手で後ろのウマ娘との差が1バ身以内だと秘めた闘志に火が付き速度が上がる,,固有,#REF!,ナイスネイチャ,,○,500,340,,,,phase>=2&order==3&bashin_diff_behind<=1,3位,3位,目標速度,0.35,,,,,5,,,,,,,,,,,,,,100601|きっとその先へ…！
100611,,#REF!,Pride of KING,レースを冷静に運ぶことができると残り200mで中団にいるとき実力発揮、速度がすごく上がる,,固有,#REF!,キングヘイロー,,○,500,340,,,,temptation_count==0&remain_distance<=201&remain_distance>=199&order>=4&order_rate<=70,4～6位,4～8位,目標速度,0.45,,,,,5,,,,,,,,,,,,,,100611|Pride of KING
100621,,#REF!,どんっ、パッ、むんっ,レース中間付近で中団にいるとき気合を入れ直して持久力を回復しさらに速度を少し上げる,,固有,#REF!,マチカネタンホイザ,,○,500,340,,,,distance_rate>=50&phase==1&order>=3&order_rate<=70,3～6位,3～8位,回復,0.055,目標速度,0.25,,,5,,,,,,,,,,,,,,100621|どんっ、パッ、むんっ
100631,,#REF!,百錬成鋼,レースを冷静に運ぶことができるとラストスパートの最中に速度を少し上げ続ける,,固有,#REF!,イクノディクタス,,○,500,340,,,,is_lastspurt==1&phase==3&temptation_count==0,,,目標速度,0.25,,,,,6,,,,,,,,,,,,,,100631|百錬成鋼
100641,,#REF!,ぶっちぎりロード,スタート後からレース後半まで前の方をキープすると気分を爆アゲして持久力を回復しさらに速度を少しずつ上げる,,固有,#REF!,メジロパーマー,,○,500,340,,,,distance_rate>=50&order_rate_in20_continue==1,2位以上維持,2位以上維持,回復,0.055,目標速度,0.25,,,6,,,,,,,,,,,,,,100641|ぶっちぎりロード
100651,,#REF!,アゲてアゲてぷちょへんざ！,終盤が迫ったどこかで前方にいると速度を少しアゲる、短距離かマイルレースの場合は少しアゲ続ける,,固有,#REF!,ダイタクヘリオス,,○,500,340,,,,distance_type==1&phase_laterhalf_random==1&order_rate<=50@distance_type==2&phase_laterhalf_random==1&order_rate<=50,5位以上,6位以上,目標速度,0.25,,,,,6,,,,distance_type==3&phase_laterhalf_random==1&order_rate<=50@distance_type==4&phase_laterhalf_random==1&order_rate<=50,5位以上,6位以上,目標速度,0.25,,,,,5,100651|アゲてアゲてぷちょへんざ！
100661,,#REF!,エンジン全開！大噴射！,中盤の半ばに差を付けて先頭だと超長時間速度をわずかに上げ続けるが終盤の終わりにちょっと垂れてしまう,,固有,#REF!,ツインターボ,,○,500,340,,,,distance_rate>=34&distance_rate<=36&order==1&bashin_diff_behind>=1,1位,1位,目標速度,0.15,,,,,13,,,,phase==3&is_activate_other_skill_detail==1,,,現在速度,-0.05,,,,,500,100661|エンジン全開！大噴射！
100671,,#REF!,晦冥を照らせ永遠の耀き,最終直線に入ったとき好位置につけていると強い意志で速度が上がる先頭が近い場合はすごく上がる,,固有,#REF!,サトノダイヤモンド,,○,500,340,,,,is_last_straight_onetime==1&order>=2&order<=5&distance_diff_top<=5,2～5位,2～5位,目標速度,0.45,,,,,5,,,,is_last_straight_onetime==1&order>=2&order<=5&distance_diff_top>5,2～5位,2～5位,目標速度,0.35,,,,,5,100671|晦冥を照らせ永遠の耀き
100681,,#REF!,勝ち鬨ワッショイ！,前方にいるとき、レース後半の第3コーナーで速度を少し上げる、または終盤の向正面で力強く前に踏み込む,,固有,#REF!,キタサンブラック,,○,500,340,,,,phase==2&straight_front_type==2&order<=2,2位以上,2位以上,目標速度,0.25,加速,0.3,,,5,,,,distance_rate>=50&corner==3&order<=2,2位以上,2位以上,目標速度,0.25,,,,,5,100681|勝ち鬨ワッショイ！
100691,,#REF!,憧れは桜を越える！,残り300mを切って好位置にいるとき前のウマ娘との距離が近いと強い想いが花開き速度が上がる,,固有,#REF!,サクラチヨノオー,,○,500,340,,,,remain_distance<=300&order_rate<=40&bashin_diff_infront<=1,4位以上,5位以上,目標速度,0.35,,,,,5,,,,,,,,,,,,,,100691|憧れは桜を越える！
100701,,#REF!,セイリオス,残り800m地点で中団にいると加速力がわずかに上がる、2400ｍのレースで人気が高いとすごく上がる,,固有,#REF!,シリウスシンボリ,,○,500,340,,,,remain_distance>=799&remain_distance<=801&order_rate>=30&order_rate<=60&course_distance==2400&popularity<=3,3～5位,4～7位,加速,0.5,,,,,4,,,,remain_distance>=799&remain_distance<=801&order_rate>=30&order_rate<=60,3～5位,4～7位,加速,0.2,,,,,4,100701|セイリオス
100711,,#REF!,一期の夢、刹那の飛翔,最終直線で後ろのウマ娘と距離が近いとこの瞬間に懸け持久力をわずかに使い少しの間速度がすごく上がる,,固有,#REF!,メジロアルダン,,○,500,340,,,,is_last_straight==1&bashin_diff_behind<=1,,,目標速度,0.45,回復,-0.01,,,4,,,,,,,,,,,,,,100711|一期の夢、刹那の飛翔
100721,,#REF!,烈火繚乱、無敵之舞,最終コーナー以降に追い抜いていた場合残り300mを切って先団にいるとき烈火の如き闘争心で速度が上がる,,固有,#REF!,ヤエノムテキ,,○,500,340,is_finalcorner==1&change_order_onetime<0,,,remain_distance<=300&order_rate<=40,4位以上,5位以上,目標速度,0.35,,,,,5,,,,,,,,,,,,,,100721|烈火繚乱、無敵之舞
100741,,#REF!,麗しき花信風,レース後半に中団から残り持久力に応じたロングスパートをかけて速度をわずかに上げ続ける,,固有,#REF!,メジロブライト,,○,500,340,,,,distance_rate>=50&order_rate>=40&order_rate<=80,4～7位,5～10位,目標速度,0.15,,,,,5,,,,,,,,,,,,,,100741|麗しき花信風
100761,,#REF!,花開き、世界,レース中間地点で中団にいると速度を少し上げる、長距離レースだと効果時間が増えさらに持久力をすごく回復する,,固有,#REF!,サクラローレル,,○,500,340,,,,distance_type==4&distance_rate>=50&distance_rate<=51&order_rate>=30&order_rate<=80,3～7位,4～10位,目標速度,0.25,回復,0.075,,,6,,,,distance_rate>=50&distance_rate<=51&order_rate>=30&order_rate<=80,3～7位,4～10位,目標速度,0.25,,,,,5,100761|花開き、世界
100771,,#REF!,Road to Glory,レース終盤目前で好位置にいた場合残り400m地点で速度がすごく上がる長距離でスキル発動時、先頭か先頭から1バ身以内にいるとものすごく上がる,,固有,#REF!,ナリタトップロード,,○,500,340,distance_rate>=60&phase==1&order>=2&order_rate<=40,2～4位,2～5位,remain_distance<=401&remain_distance>=399&distance_diff_top_float<=25&distance_type==4,,,目標速度,0.55,,,,,5,distance_rate>=60&phase==1&order>=2&order_rate<=40,2～4位,2～5位,remain_distance<=401&remain_distance>=399,,,目標速度,0.45,,,,,5,100771|Road to Glory
